iteration,best_fitness
0,0.3505922241295273
1,0.3505922241295273
2,0.3505922241295273
3,0.3505922241295273
4,0.3505922241295273
5,0.3505922241295273
6,0.13931341964611976
7,0.13152885826885027
8,0.13152885826885027
9,0.10608667390142104
10,0.10608667390142104
11,0.10608667390142104
12,0.10608667390142104
13,0.10608667390142104
14,0.10608667390142104
15,0.057670896038099856
16,0.057670896038099856
17,0.033556822244207446
18,0.02128818595610996
19,0.02128818595610996
20,0.02128818595610996
21,0.02128818595610996
22,0.02128818595610996
23,0.013564629913528178
24,0.013564629913528178
25,0.013564629913528178
26,0.011235380417496789
27,0.011235380417496789
28,0.011235380417496789
29,0.011235380417496789
30,0.011235380417496789
31,0.011235380417496789
32,0.011235380417496789
33,0.011235380417496789
34,0.009031027922260014
35,0.00425343262684968
36,0.00425343262684968
37,0.0030492763928771953
38,0.0030492763928771953
39,0.0030492763928771953
40,0.0030492763928771953
41,0.0013524372049193423
42,0.0013524372049193423
43,0.0013524372049193423
44,0.0013524372049193423
45,0.00044578532310899754
46,0.00044578532310899754
47,0.0003211691210398701
48,0.0003211691210398701
49,0.0003211691210398701
50,0.0003211691210398701
51,0.0003211691210398701
52,0.0003211691210398701
53,0.0003211691210398701
54,0.0003211691210398701
55,0.0002837888525220837
56,0.0002837888525220837
57,0.0002837888525220837
58,0.0002837888525220837
59,0.0002837888525220837
60,0.00017798205439775944
61,0.00017798205439775944
62,7.630818440035442e-05
63,7.630818440035442e-05
64,7.630818440035442e-05
65,2.5416845798847066e-05
66,2.5416845798847066e-05
67,2.5416845798847066e-05
68,2.5416845798847066e-05
69,2.5416845798847066e-05
70,2.5416845798847066e-05
71,2.5416845798847066e-05
72,2.5416845798847066e-05
73,2.5416845798847066e-05
74,2.5416845798847066e-05
75,2.5416845798847066e-05
76,2.5416845798847066e-05
77,2.5416845798847066e-05
78,2.5416845798847066e-05
79,2.5416845798847066e-05
80,2.5416845798847066e-05
81,1.9249930511812725e-05
82,1.6696403465681865e-05
83,1.228511871827047e-05
84,1.228511871827047e-05
85,1.228511871827047e-05
86,2.2960345091526678e-06
87,2.2960345091526678e-06
88,2.2960345091526678e-06
89,2.2960345091526678e-06
90,2.2960345091526678e-06
91,2.2960345091526678e-06
92,2.2960345091526678e-06
93,1.6726772805470167e-06
94,1.6726772805470167e-06
95,1.6726772805470167e-06
96,1.6726772805470167e-06
97,1.6726772805470167e-06
98,1.6726772805470167e-06
99,1.6726772805470167e-06
100,1.6726772805470167e-06
101,1.6726772805470167e-06
102,1.6726772805470167e-06
103,4.7075685396556937e-07
104,4.7075685396556937e-07
105,4.7075685396556937e-07
106,4.7075685396556937e-07
107,3.2559823247274057e-07
108,3.2559823247274057e-07
109,3.2559823247274057e-07
110,3.2559823247274057e-07
111,3.2559823247274057e-07
112,3.2559823247274057e-07
113,2.5590154858754156e-07
114,2.5590154858754156e-07
115,1.9817478979771135e-07
116,1.9817478979771135e-07
117,1.9817478979771135e-07
118,1.9817478979771135e-07
119,1.8062075641914526e-07
120,1.8062075641914526e-07
121,1.3439452515011947e-07
122,3.393662437535677e-08
123,3.393662437535677e-08
124,3.393662437535677e-08
125,3.393662437535677e-08
126,3.393662437535677e-08
127,3.393662437535677e-08
128,3.393662437535677e-08
129,3.393662437535677e-08
130,2.532209457140876e-08
131,2.532209457140876e-08
132,2.532209457140876e-08
133,2.532209457140876e-08
134,1.3177666719685465e-09
135,1.3177666719685465e-09
136,1.3177666719685465e-09
137,1.3177666719685465e-09
138,1.3177666719685465e-09
139,1.3177666719685465e-09
140,1.3177666719685465e-09
141,1.3177666719685465e-09
142,4.691587072637826e-10
143,4.691587072637826e-10
144,1.1535850549210739e-11
145,1.1535850549210739e-11
146,1.1535850549210739e-11
147,1.1535850549210739e-11
148,1.1535850549210739e-11
149,1.1535850549210739e-11
150,1.1535850549210739e-11
151,1.1535850549210739e-11
152,1.1535850549210739e-11
153,1.1535850549210739e-11
154,1.1535850549210739e-11
155,1.1535850549210739e-11
156,1.1535850549210739e-11
157,1.1535850549210739e-11
158,1.1535850549210739e-11
159,1.1535850549210739e-11
160,1.1535850549210739e-11
161,1.1535850549210739e-11
162,1.1535850549210739e-11
163,1.1535850549210739e-11
164,1.1535850549210739e-11
165,1.1535850549210739e-11
166,1.1535850549210739e-11
167,1.1535850549210739e-11
168,1.1535850549210739e-11
169,1.1535850549210739e-11
170,1.1535850549210739e-11
171,1.1333289324411509e-11
172,1.1333289324411509e-11
173,1.1333289324411509e-11
174,1.1333289324411509e-11
175,1.1333289324411509e-11
176,1.1333289324411509e-11
177,1.1333289324411509e-11
178,1.1333289324411509e-11
179,1.1333289324411509e-11
180,1.1333289324411509e-11
181,1.1333289324411509e-11
182,1.1333289324411509e-11
183,1.1333289324411509e-11
184,1.1333289324411509e-11
