iteration,best_fitness
0,19.95950576983456
1,18.62979620079839
2,17.501696576735405
3,16.560717232797966
4,15.780987618476466
5,14.905547294810372
6,14.212257928146967
7,14.212257928146967
8,12.924625293699929
9,12.924625293699929
10,12.924625293699929
11,12.84620961395521
12,12.84620961395521
13,12.664952593196018
14,12.664952593196018
15,10.456510064863634
16,9.98246821681885
17,7.336349897876932
18,7.336349897876932
19,7.336349897876932
20,6.610653978903592
21,6.610653978903592
22,6.610653978903592
23,5.894641935104385
24,5.894641935104385
25,5.894641935104385
26,5.654267010530191
27,5.618811505116891
28,5.357349238148853
29,5.357349238148853
30,5.357349238148853
31,5.357349238148853
32,5.191872407765082
33,4.715828594623609
34,4.5913434761870064
35,4.085680147128432
36,4.085680147128432
37,4.085680147128432
38,4.085680147128432
39,4.085680147128432
40,4.085680147128432
41,3.750358130768785
42,3.750358130768785
43,3.750358130768785
44,3.6700728016214588
45,3.4363774349262752
46,3.0926058334265822
47,3.0926058334265822
48,3.0926058334265822
49,3.0926058334265822
50,2.821891139485303
51,2.5461622857842348
52,2.2768969581121437
53,2.2768969581121437
54,2.1034676125805984
55,2.1034676125805984
56,1.3939158779569323
57,1.3939158779569323
58,1.2780244109242394
59,1.2780244109242394
60,1.221705478712526
61,1.221705478712526
62,1.1555915461799882
63,0.9506415814804048
64,0.7106045346874876
65,0.7106045346874876
66,0.6565351242260857
67,0.6565351242260857
68,0.6565351242260857
69,0.44617449670796505
70,0.44617449670796505
71,0.40068946291674523
72,0.40068946291674523
73,0.29014477612342704
74,0.29014477612342704
75,0.28894708779237677
76,0.28894708779237677
77,0.19100817188078567
78,0.19100817188078567
79,0.19100817188078567
80,0.15922539812270786
81,0.15922539812270786
82,0.1276332954016337
83,0.1276332954016337
84,0.1276332954016337
85,0.1276332954016337
86,0.11524021373009363
87,0.11524021373009363
88,0.11524021373009363
89,0.11115480567427882
90,0.08261689921293369
91,0.08261689921293369
92,0.08261689921293369
93,0.06899431905080222
94,0.05772606115516199
95,0.05772606115516199
96,0.05772606115516199
97,0.05567017460224166
98,0.04696278566661549
99,0.04696278566661549
100,0.04696278566661549
101,0.04696278566661549
102,0.03760313984394559
103,0.03217497557389892
104,0.03217497557389892
105,0.03217497557389892
106,0.031386133636420954
107,0.031386133636420954
108,0.025661077286418976
109,0.01637990653310384
110,0.01637990653310384
111,0.015930819791574624
112,0.015930819791574624
113,0.01515547915413551
114,0.01330696547632515
115,0.01330696547632515
116,0.012997460605366218
117,0.012095836731451204
118,0.012095836731451204
119,0.011563004792254805
120,0.011563004792254805
121,0.010011948033576079
122,0.009690876157443018
123,0.009047771454156806
124,0.008871769856984901
125,0.008580616421440812
126,0.008580616421440812
127,0.008580616421440812
128,0.008580616421440812
129,0.008343567299534005
130,0.007943309776728302
131,0.007943309776728302
132,0.007697762760838334
133,0.007697762760838334
134,0.007697762760838334
135,0.0076963191949421805
136,0.005845612075213058
137,0.004559809623252864
138,0.004559809623252864
139,0.0021556795607016177
140,0.0021556795607016177
141,0.0021556795607016177
142,0.0021556795607016177
143,0.0021556795607016177
144,0.0019961718737531164
145,0.0019961718737531164
146,0.0019961718737531164
147,0.0019961718737531164
148,0.0015252880202614172
149,0.0015252880202614172
150,0.00145373986060493
151,0.00145373986060493
152,0.0013358481098646457
153,0.0013358481098646457
154,0.0013358481098646457
155,0.0012776739841737772
156,0.0012776739841737772
157,0.0012776739841737772
158,0.0012301219886841075
159,0.0012301219886841075
160,0.0012301219886841075
161,0.0011940045126519472
162,0.0011940045126519472
163,0.00103922913749388
164,0.0008753947545554475
165,0.00028609123630163324
166,0.00028609123630163324
167,0.00028609123630163324
168,0.000210949139831218
169,0.000210949139831218
170,0.000210949139831218
171,0.000210949139831218
172,0.000210949139831218
173,0.000210949139831218
174,0.00019797909161001215
175,0.00019797909161001215
176,0.00019797909161001215
177,0.00018160521152710274
178,0.00018160521152710274
179,0.00016927442188618969
180,0.0001375787470370149
181,0.0001375787470370149
182,0.0001375787470370149
183,0.0001375787470370149
184,0.0001375787470370149
185,0.0001375787470370149
186,0.00011269492625176625
187,0.00011269492625176625
188,0.00010855341441784461
189,0.00010855341441784461
190,0.00010263608562555149
191,9.69123490048851e-05
192,9.103730745296801e-05
193,9.103730745296801e-05
194,9.103730745296801e-05
195,9.103730745296801e-05
196,8.876035562410678e-05
197,8.722388905768597e-05
198,8.512882508826536e-05
199,8.512882508826536e-05
200,7.991061764345275e-05
201,7.991061764345275e-05
202,7.82554648037781e-05
203,7.290055263142747e-05
204,7.290055263142747e-05
205,5.861179508714898e-05
206,5.286584536223771e-05
207,4.145145380052284e-05
208,3.06636452021003e-05
209,2.8369771449821002e-05
210,2.8369771449821002e-05
211,2.8369771449821002e-05
212,2.8369771449821002e-05
213,2.8369771449821002e-05
214,2.246092303481717e-05
215,2.246092303481717e-05
216,2.246092303481717e-05
217,2.0076975478122705e-05
218,1.8022494970626468e-05
219,1.8022494970626468e-05
