iteration,best_fitness
0,1474.1170669817939
1,587.3743373632794
2,587.3743373632794
3,265.5915364712923
4,154.11372169454816
5,154.11372169454816
6,154.11372169454816
7,141.60521640560586
8,115.73249744967752
9,103.15942808034151
10,74.93367223599142
11,74.93367223599142
12,74.93367223599142
13,43.2342578457876
14,43.2342578457876
15,43.2342578457876
16,38.99312427523492
17,38.99312427523492
18,35.538368455875975
19,35.538368455875975
20,35.538368455875975
21,27.454657138932884
22,27.454657138932884
23,27.454657138932884
24,27.454657138932884
25,23.173075840387124
26,17.865693505276003
27,17.865693505276003
28,17.865693505276003
29,16.971108039665893
30,16.841611064280706
31,16.59874421846172
32,16.59874421846172
33,16.59874421846172
34,16.568978829983028
35,14.297672217160695
36,12.986105333879944
37,10.698146499644784
38,10.698146499644784
39,10.475885560353351
40,10.475885560353351
41,10.475885560353351
42,10.092708253509798
43,9.26917532898036
44,8.82970736965592
45,8.82970736965592
46,8.82970736965592
47,8.82970736965592
48,8.82970736965592
49,8.82970736965592
50,8.82970736965592
51,8.82970736965592
52,8.775137541890297
53,8.76401573922366
54,8.76401573922366
55,8.709715209054075
56,8.657163724299167
57,8.631057280197377
58,8.584124276071874
59,8.453495766172018
60,8.21622658775741
61,8.148218419950746
62,8.096067615999944
63,7.997118973059562
64,7.881679884255715
65,7.794375435160921
66,7.790822233465373
67,7.661619823633863
68,7.636028530615875
69,7.593147696877432
70,7.522285402811429
71,7.392154793161937
72,7.334666418967528
73,7.334666418967528
74,7.334666418967528
75,7.270635867434456
76,7.240737008476695
77,7.240737008476695
78,7.240737008476695
79,7.2235393215780475
80,7.2235393215780475
81,7.2235393215780475
82,7.187583409973822
83,7.187583409973822
84,7.1657023747052255
85,7.1657023747052255
86,7.155798361817571
87,7.130912540523576
88,7.130912540523576
89,7.056364172978022
90,7.043749141086585
91,7.043749141086585
92,7.034717380541895
93,7.034717380541895
94,7.031429776114697
95,7.016138877906089
96,7.000970200312357
97,6.9915503767830876
98,6.92595890514055
99,6.907579860485832
100,6.896339250879263
101,6.875522697411095
102,6.873708298726583
103,6.869580328067322
104,6.868260967645457
105,6.861887646112367
106,6.8298583773544115
107,6.80710503025989
108,6.80058775333896
109,6.75071732669007
110,6.726907235605338
111,6.707785338610007
112,6.681261800264684
113,6.665277268372108
114,6.6521221873203995
115,6.64717315929643
116,6.6044514186592735
117,6.502206505054509
118,6.495666894868909
119,6.460190119415495
120,6.448819038575675
121,6.4281385296261835
122,6.364692797954991
123,6.362231848115693
124,6.362231848115693
125,6.218629804998461
126,6.218629804998461
127,6.156073195856994
128,6.148789322047295
129,6.1278818771154695
130,6.09435055653161
131,6.09435055653161
132,6.061832874616593
133,5.974434263787935
134,5.974434263787935
135,5.957552974338265
136,5.953020281235895
137,5.953020281235895
138,5.942035900010981
139,5.814890728685914
140,5.814890728685914
141,5.814890728685914
142,5.814890728685914
143,5.767641016896855
144,5.751247311919141
145,5.751247311919141
146,5.751247311919141
147,5.744316364686618
148,5.744316364686618
149,5.741007556806126
150,5.7105931189086325
151,5.701064537385011
152,5.659171864898486
153,5.6526221596082875
154,5.641274769589716
155,5.641274769589716
156,5.634164202864061
157,5.621487058093543
158,5.563158891375646
159,5.544225167369599
160,5.513092583148663
161,5.488395856006984
162,5.442589691927451
163,5.440461249756406
164,5.416564222882539
165,5.416044742504419
166,5.366793927154511
167,5.35938246063327
168,5.335058134376902
169,5.30105149889007
170,5.30105149889007
171,5.285394544489151
172,5.281336562892779
173,5.24996591929566
174,5.24996591929566
175,5.214593531144735
176,5.178357167557599
177,5.178357167557599
178,5.166023373149418
179,5.166023373149418
180,5.15962369569654
181,5.15962369569654
182,5.138324404931272
183,5.138324404931272
184,5.138324404931272
185,5.133985720407011
186,5.124595907668762
187,5.124595907668762
188,5.122872848152325
189,5.107949218712948
190,5.107627471358434
191,5.097702095509214
192,5.097702095509214
193,5.097702095509214
194,5.095435211698663
195,5.094617343953821
196,5.081204364404783
197,5.07859145971491
198,5.072238012294252
199,5.070564164777867
200,5.061499092333005
201,5.042314142661257
202,5.013872342448677
203,5.013872342448677
204,4.984130682675661
205,4.968625784740988
206,4.9291003493136385
207,4.896956681091416
208,4.883495533285874
209,4.8618591653022385
210,4.830646291982003
211,4.816719422103661
212,4.811575894142293
213,4.804966142549684
214,4.7995420991403455
215,4.7995420991403455
216,4.790563108910904
217,4.790563108910904
218,4.790563108910904
219,4.786261191897109
220,4.777500021806707
221,4.766233609294254
222,4.766233609294254
223,4.76498071949583
224,4.756728424045182
225,4.755675458166338
226,4.749286055822181
227,4.728249473930002
228,4.701796729702058
229,4.687542742813723
230,4.666566090472211
231,4.624398427765188
232,4.611877379114984
233,4.557894229768489
234,4.557894229768489
235,4.548190798641204
236,4.518557630460222
237,4.512147264236558
238,4.512147264236558
239,4.512147264236558
240,4.512147264236558
241,4.4851541196813765
242,4.4747605090881795
243,4.459486753831409
244,4.446171275924947
245,4.438812066757108
246,4.425166495928674
247,4.410530938604029
248,4.381286286771971
249,4.361209201609668
250,4.352342182201015
251,4.350834508939119
252,4.327108328490329
253,4.315006138948885
254,4.293185348306569
255,4.28417475799153
256,4.276492902145744
257,4.271120154118357
258,4.263100880040324
259,4.241503403838056
260,4.230627938176257
261,4.225128931953168
262,4.213225842535755
263,4.198124831960739
264,4.192818704373721
265,4.18596779627891
266,4.183913125127101
267,4.1710529429305065
268,4.16377300213382
269,4.146513339297365
270,4.141026746219263
271,4.14047488081033
272,4.14047488081033
273,4.137002105618769
274,4.126838847637316
275,4.123492791305807
276,4.113847085263617
