iteration,best_fitness
0,6289.678106857083
1,2719.0349345599443
2,2719.0349345599443
3,2526.4969015724278
4,2059.010240583502
5,1753.6854459819144
6,1606.7309646751976
7,1046.584465741785
8,1046.584465741785
9,1046.584465741785
10,1046.584465741785
11,1046.584465741785
12,905.8327656532654
13,714.1166575788712
14,649.4824642578817
15,647.8296036889046
16,647.8296036889046
17,594.6033412110278
18,594.6033412110278
19,594.6033412110278
20,594.6033412110278
21,530.6162993093698
22,530.6162993093698
23,530.6162993093698
24,504.7051287724914
25,504.7051287724914
26,504.7051287724914
27,504.7051287724914
28,495.3877747248095
29,379.85099437307525
30,379.85099437307525
31,379.85099437307525
32,379.85099437307525
33,306.42694124389084
34,304.8712936464504
35,304.8712936464504
36,274.4823065736452
37,259.49235006305173
38,259.49235006305173
39,243.33045510341896
40,243.33045510341896
41,226.08985377279186
42,208.2159863085483
43,208.2159863085483
44,196.4134801167889
45,196.4134801167889
46,196.4134801167889
47,183.57171400780157
48,177.33267100261855
49,177.33267100261855
50,170.8045876613064
51,170.8045876613064
52,170.8045876613064
53,160.28867593321212
54,160.28867593321212
55,153.4395084378232
56,152.99672338069905
57,143.39430394556516
58,143.39430394556516
59,143.39430394556516
60,139.81374275492038
61,137.44359017431867
62,132.45095241484725
63,123.08645828729995
64,121.08804491886004
65,121.08804491886004
66,121.08804491886004
67,121.08804491886004
68,121.08804491886004
69,118.80301552407232
70,115.54067243368515
71,114.95195539665964
72,113.13992410304279
73,108.46005827458124
74,104.57440283202249
75,101.65701950316132
76,101.65701950316132
77,101.65701950316132
78,100.38599628352145
79,100.38599628352145
80,100.07804484253218
81,96.90327593039288
82,95.92598920454728
83,94.82724203130088
84,92.66213913014899
85,92.63842732911144
86,91.72244415037729
87,88.89036448482392
88,87.25007579381094
89,84.44116818841266
90,82.3319263660891
91,81.63959172573229
92,79.96865234787032
93,77.92299481736944
94,75.64993982207041
95,75.64993982207041
96,75.04973641565957
97,74.45600040630683
98,71.23386099863968
99,71.169736142546
100,67.19731151478753
101,67.19731151478753
102,61.43268934037861
103,60.953864446457125
104,56.78690424132776
105,55.20198353708937
106,52.27110795591152
107,48.739197887497546
108,45.86349191350088
109,45.358118348967295
110,45.358118348967295
111,44.83237652060662
112,43.81299468844348
113,43.81299468844348
114,42.83247629543052
115,42.83247629543052
116,42.41807368225074
117,41.19168134106761
118,38.30914368453938
119,37.72836008441456
120,36.873032003652085
121,35.8245519249558
122,35.8245519249558
123,34.65340659922368
124,34.25592113336856
125,32.01846373732375
126,30.506609477045707
127,30.506609477045707
128,30.506609477045707
129,30.506609477045707
130,30.267481294109835
131,29.873931542671386
132,29.873931542671386
133,29.76770123456085
134,29.6721071108456
135,29.537071146292337
136,29.537071146292337
137,29.363134364302404
138,29.031350165253066
139,29.031350165253066
140,29.031350165253066
141,28.976416164593832
142,28.884996405311423
143,28.85759466885278
144,28.85759466885278
145,28.85759466885278
146,28.746502314296777
147,28.746502314296777
148,28.545890273004183
149,28.31036186136526
150,28.04845839675506
151,28.04845839675506
152,27.91384636709056
153,27.91384636709056
154,27.91384636709056
155,27.816140838858097
156,27.816140838858097
157,27.73852628077998
158,27.598822166723263
159,27.598822166723263
160,27.502817861148756
161,27.424881361511485
162,27.41183175143712
163,27.3868983716672
164,27.378392500703075
165,27.295357538563817
166,27.295357538563817
167,27.28693149050756
168,27.28693149050756
169,27.249611880100314
170,27.21281633320765
171,27.13929982531506
172,27.112781682269322
173,27.088099419832382
174,27.065016367101297
175,27.002732778954332
176,26.963051880468285
177,26.914760475031706
178,26.912472777038552
179,26.912472777038552
180,26.912472777038552
181,26.907569517207072
182,26.845289449637995
183,26.842592875356907
184,26.831265381005704
185,26.831265381005704
186,26.786311756768754
187,26.75954703546033
188,26.749719661063835
189,26.696161601533017
190,26.696161601533017
191,26.696161601533017
192,26.696161601533017
193,26.69604935323404
194,26.666654716029388
195,26.666654716029388
196,26.661534766162944
197,26.626742950033535
198,26.619163606830778
199,26.593649830153044
200,26.593649830153044
201,26.577633186430777
202,26.572283318206928
203,26.572283318206928
204,26.572283318206928
205,26.571520776566352
206,26.543989481539345
207,26.52399228024438
208,26.52399228024438
209,26.509478739511138
210,26.4512858685321
211,26.41912467565512
212,26.410558455472515
213,26.380018315055025
214,26.36454121735573
215,26.36454121735573
216,26.34226356532914
217,26.31520297642519
218,26.289133578674885
219,26.28076636500091
220,26.27681475276583
221,26.26902461163507
222,26.256831328260123
223,26.239621434058936
224,26.229148926507197
225,26.209309984409575
226,26.202656718597638
227,26.19016543801893
228,26.185029378235622
229,26.170612050976164
230,26.159756638197017
231,26.15563544320932
232,26.15563544320932
233,26.151830446357696
234,26.151830446357696
235,26.141388047821945
236,26.135300220391073
237,26.135300220391073
238,26.131253301657747
239,26.11585790348515
