iteration,best_fitness
0,20.41448333476511
1,18.471957884572923
2,18.471957884572923
3,17.87126541350061
4,17.31866974575926
5,15.712082286988768
6,13.92238639222764
7,13.92238639222764
8,13.208398445613671
9,11.464894938552007
10,11.464894938552007
11,11.464894938552007
12,11.047007077422888
13,11.047007077422888
14,11.047007077422888
15,10.806464119393016
16,10.716076564389848
17,9.202899506483517
18,8.835590444611928
19,8.835590444611928
20,8.70444726620316
21,8.503774658196726
22,8.194067483812162
23,8.194067483812162
24,7.68842379232337
25,7.5259371000246205
26,7.5259371000246205
27,7.454492250101172
28,7.454492250101172
29,6.88275329900528
30,5.49923394780496
31,5.49923394780496
32,5.144827084632158
33,5.144827084632158
34,5.144827084632158
35,4.708302442475581
36,4.708302442475581
37,4.149727186484338
38,4.149727186484338
39,4.149727186484338
40,4.149727186484338
41,4.09224552389394
42,3.7439628421685396
43,3.4746792783494524
44,3.4746792783494524
45,2.8482969317130764
46,2.8482969317130764
47,2.8482969317130764
48,2.474130914330282
49,2.4540501928821006
50,2.4540501928821006
51,2.4540501928821006
52,2.4540501928821006
53,2.4540501928821006
54,2.4540501928821006
55,2.019148882102965
56,2.019148882102965
57,2.019148882102965
58,1.4622288103687926
59,1.4622288103687926
60,1.4081059694499847
61,1.4081059694499847
62,1.4081059694499847
63,1.4081059694499847
64,1.4081059694499847
65,1.4081059694499847
66,1.4081059694499847
67,1.3676229930751984
68,1.3006128266974106
69,1.0565991203943246
70,0.748907095056762
71,0.748907095056762
72,0.748907095056762
73,0.7236526773242464
74,0.7236526773242464
75,0.5337627186095486
76,0.5337627186095486
77,0.5337627186095486
78,0.5337627186095486
79,0.4837841741133855
80,0.45924212769825745
81,0.45924212769825745
82,0.36867354002089003
83,0.32210180058455906
84,0.32210180058455906
85,0.3206517858954645
86,0.27678132770196884
87,0.27678132770196884
88,0.24620596879849233
89,0.20798172133399762
90,0.17797216042837194
91,0.11904208580129039
92,0.11904208580129039
93,0.11904208580129039
94,0.0946438872873192
95,0.0946438872873192
96,0.0946438872873192
97,0.09206995161363496
98,0.07864876285718525
99,0.07864876285718525
100,0.07864876285718525
101,0.07864876285718525
102,0.07864876285718525
103,0.07332041533197087
104,0.06408900183875277
105,0.055060390663105085
106,0.052739944069390976
107,0.050946264001375585
108,0.04666319286620224
109,0.04666319286620224
110,0.04535437234918094
111,0.04264290934714454
112,0.04264290934714454
113,0.03961683447798636
114,0.03217594554936953
115,0.03191635046742691
116,0.029834505759879892
117,0.028768857302413853
118,0.028271816167287245
119,0.02805151252122018
120,0.027179725943391464
121,0.027179725943391464
122,0.0246835108145409
123,0.020686436784359774
124,0.020686436784359774
125,0.018261931918310825
126,0.017715611727528557
127,0.01654238988965462
128,0.015505279047833387
129,0.012008572410600937
130,0.010228518973847134
131,0.007770415657287533
132,0.007770415657287533
133,0.007770415657287533
134,0.0077508910289521005
135,0.0077508910289521005
136,0.0077508910289521005
137,0.0077508910289521005
138,0.0077508910289521005
139,0.0077508910289521005
140,0.005589936293447284
141,0.005589936293447284
142,0.005563749491493741
143,0.005563749491493741
144,0.005563749491493741
145,0.005421578772367486
146,0.004584415920135587
147,0.003063704972813941
148,0.003063704972813941
149,0.003063704972813941
150,0.00278503609890679
151,0.00278503609890679
152,0.0026008805812236524
153,0.0024677653608269345
154,0.0021691598598292394
155,0.0017141828574911422
156,0.001331420701756958
157,0.001331420701756958
158,0.001331420701756958
159,0.0010044415788610372
160,0.0010044415788610372
161,0.0010044415788610372
162,0.0010044415788610372
163,0.0009411174583822124
164,0.0006368627256425619
165,0.0006368627256425619
166,0.000558925199684257
167,0.000558925199684257
168,0.00041268107365199924
169,0.00041268107365199924
170,0.00041268107365199924
